Symbol,Company Name,Industry,Market Cap
ASUR,Asure Software,Software,156.35M
ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,16.69B
ASXC,Asensus Surgical,Medical Devices,260.17M
ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,141.38M
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1.92B
ATA,Americas Technology Acquisition,Blank Check / SPAC,146.89M
ATAI,ATAI Life Sciences,Biotechnology,1.22B
ATAQ,Altimar Acquisition III,Blank Check / SPAC,189.40M
ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,423.94M
ATC,Atotech,Electronic Components,4.97B
ATCO,Atlas,Marine,3.50B
ATCX,Atlas Technical Consultants,Engineering & Construction,283.05M
ATEC,Alphatec Holdings,Health Care Equipment & Supplies,1.13B
ATEN,A10 Networks,Software,1.29B
ATER,Aterian,Consumer Electronics,220.00M
ATEX,Anterix,Wireless Telecommunication Services,1.08B
ATGE,Adtalem Global Education,Diversified Consumer Services,1.47B
ATH,Athene Holding,Insurance,16.01B
ATHA,Athira Pharma,Biotechnology,486.68M
ATHE,Alterity Therapeutics,Biotechnology,36.64M
ATHM,Autohome,Interactive Media & Services,3.68B
ATHN,Athena Technology Acquisition,Blank Check / SPAC,328.62M
ATHX,Athersys,Biotechnology,212.32M
ATI,Allegheny Technologies,Metals & Mining,2.03B
ATIF,ATIF Holdings,Professional Services,30.77M
ATIP,ATI Physical Therapy,Medical Care Facilities,668.69M
ATKR,Atkore,Electrical Equipment,5.15B
ATLC,Atlanticus Holdings,Consumer Finance,1.08B
ATLO,Ames National,Banks,222.67M
ATNF,180 Life Sciences,Biotechnology,132.66M
ATNI,ATN International,Diversified Telecommunication Services,632.16M
ATNM,Actinium Pharmaceuticals,Biotechnology,132.41M
ATNX,Athenex,Biotechnology,148.67M
ATO,Atmos Energy,Gas Utilities,13.90B
ATOM,Atomera,Semiconductors & Semiconductor Equipment,465.94M
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,202.60M
ATR,AptarGroup,Containers & Packaging,8.06B
ATRA,Atara Biotherapeutics,Biotechnology,1.42B
ATRC,AtriCure,Health Care Equipment & Supplies,3.19B
ATRI,Atrion,Health Care Equipment & Supplies,1.27B
ATRO,Astronics,Aerospace & Defense,377.59M
ATRS,Antares Pharma,Health Care Equipment & Supplies,607.05M
ATSG,Air Transport Services Group,Air Freight & Logistics,2.18B
ATTO,Atento,Commercial Services & Supplies,382.95M
ATUS,Altice USA,Media,7.36B
ATVC,Tribe Capital Growth I,Blank Check / SPAC,337.41M
ATVI,Activision Blizzard,Entertainment,51.82B
ATXI,Avenue Therapeutics,Pharmaceuticals,18.98M
ATXS,Astria Therapeutics,Biotechnology,70.12M
ATY,AcuityAds Holdings,Interactive Media & Services,228.00M
AU,AngloGold Ashanti,Metals & Mining,8.76B
AUB,Atlantic Union Bankshares,Banks,2.82B
AUBN,Auburn National Bancorporation,Banks,113.94M
AUD,Audacy,Media,363.57M
AUDC,AudioCodes,Communications Equipment,1.13B
AUGX,Augmedix,Health Information Services,117.05M
AUID,Ipsidy,Software-Infrastructure,325.58M
AUMN,Golden Minerals Company,Metals & Mining,56.87M
AUPH,Aurinia Pharmaceuticals,Biotechnology,2.97B
AUR,Aurora Innovation,Information Technology Services,12.66B
AURA,Aura Biosciences,Biotechnology,482.40M
AURC,Aurora Acquisition,Blank Check / SPAC,344.03M
AUS,Austerlitz Acquisition I,Blank Check / SPAC,957.13M
AUTL,Autolus Therapeutics,Biotechnology,378.45M
AUTO,AutoWeb,Interactive Media & Services,45.78M
AUUD,Auddia,Software-Application,22.10M
AUVI,Applied UV,Building Products,26.23M
AUY,Yamana Gold,Metals & Mining,4.06B
AVA,Avista,Multi-Utilities,3.01B
AVAC,Avalon Acquisition,Blank Check / SPAC,216.00M
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,1.36B
AVAL,Grupo Aval Acciones y Valores,Banks,5.76B
AVAN,Avanti Acquisition,Blank Check / SPAC,736.50M
AVAV,AeroVironment,Aerospace & Defense,1.54B
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts...,35.30B
AVCO,Avalon GloboCare,Health Care Providers & Services,72.49M
AVCT,American Virtual Cloud Technologies,IT Services,211.53M
AVD,American Vanguard,Chemicals,507.00M
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,473.65M
AVDX,AvidXchange Holdings,Software-Infrastructure,2.95B
AVEO,AVEO Pharmaceuticals,Biotechnology,161.21M
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,274.73B
AVGR,Avinger,Health Care Equipment & Supplies,43.00M
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,123.37M
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1.47B
AVIR,Atea Pharmaceuticals,Pharmaceuticals,742.94M
AVLR,Avalara,Software,11.22B
AVNS,Avanos Medical,Health Care Equipment & Supplies,1.67B
AVNT,Avient,Chemicals,5.12B
AVNW,Aviat Networks,Communications Equipment,358.71M
AVO,Mission Produce,Farm Products,1.11B
AVPT,AvePoint,Software-Infrastructure,1.13B
AVRO,Avrobio,Biotechnology,168.06M
AVT,Avnet,"Electronic Equipment, Instruments & C...",4.09B
AVTE,Aerovate Therapeutics,Biotechnology,287.80M
AVTR,Avantor,Life Sciences Tools & Services,25.68B
AVTX,Avalo Therapeutics,Biotechnology,190.94M
AVXL,Anavex Life Sciences,Biotechnology,1.32B
AVY,Avery Dennison,Containers & Packaging,17.93B
AVYA,Avaya Holdings,Software,1.67B
AWH,Aspira Women's Health,Health Care Equipment & Supplies,198.46M
AWI,Armstrong World Industries,Building Products,5.51B
AWK,American Water Works Company,Water Utilities,34.29B
AWR,American States Water Company,Water Utilities,3.82B
AWRE,Aware,Software,67.91M
AWX,Avalon Holdings,Commercial Services & Supplies,14.08M
AX,Axos Financial,Thrifts & Mortgage Finance,3.33B
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,363.65M
AXGN,Axogen,Health Care Equipment & Supplies,389.44M
AXH,Industrial Human Capital,Blank Check / SPAC,124.00M
AXL,American Axle & Manufacturing Holdings,Auto Components,1.06B
AXLA,Axcella Health,Biotechnology,81.34M
AXNX,Axonics,Health Care Equipment & Supplies,2.59B
AXON,Axon Enterprise,Aerospace & Defense,10.75B
AXP,American Express Company,Consumer Finance,126.72B
AXR,AMREP,Commercial Services & Supplies,111.51M
AXS,AXIS Capital Holdings,Insurance,4.62B
AXSM,Axsome Therapeutics,Pharmaceuticals,1.42B
AXTA,Axalta Coating Systems,Chemicals,7.56B
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,376.81M
AXU,Alexco Resource,Commercial Services & Supplies,263.94M
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3.99B
AYI,Acuity Brands,Electrical Equipment,7.41B
AYLA,Ayala Pharmaceuticals,Biotechnology,118.59M
AYRO,"AYRO, Inc.",Auto Manufacturers,59.36M
AYTU,Aytu BioPharma,Pharmaceuticals,38.00M
AYX,Alteryx,Software,4.08B
AZEK,The AZEK Company,Building Products,7.16B
AZN,AstraZeneca,Pharmaceuticals,181.44B
AZO,AutoZone,Specialty Retail,43.26B
AZPN,Aspen Technology,Software,10.19B
AZRE,Azure Power Global,Independent Power and Renewable Elect...,877.24M
AZTA,Azenta,Semiconductor Equipment & Materials,7.66B
AZUL,Azul S.A.,Airlines,1.52B
AZYO,Aziyo Biologics,Medical Devices,85.42M
AZZ,AZZ Inc.,Electrical Equipment,1.37B
B,Barnes Group,Machinery,2.36B
BA,The Boeing Company,Aerospace & Defense,118.32B
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,322.03B
BAC,Bank of America,Banks,364.11B
BACA,Berenson Acquisition I,Blank Check / SPAC,302.19M
BAFN,BayFirst Financial,Banks-Regional,88.06M
BAH,Booz Allen Hamilton Holding,IT Services,11.35B
BAK,Braskem,Chemicals,8.39B
BALY,Bally's,"Hotels, Restaurants & Leisure",2.07B
BAM,Brookfield Asset Management,Capital Markets,94.69B
BANC,Banc of California,Banks,1.23B
BAND,Bandwidth,Diversified Telecommunication Services,1.80B
BANF,BancFirst,Banks,2.30B
BANR,Banner,Banks,2.08B
BANX,StoneCastle Financial,Capital Markets,155.32M
BAOS,Baosheng Media Group Holdings,Advertising Agencies,26.20M
BAP,Credicorp,Banks,9.71B
BARK,The Original BARK Company,Specialty Retail,725.47M
BASE,Couchbase,Software-Infrastructure,1.09B
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",159.48M
BAX,Baxter International,Health Care Equipment & Supplies,42.98B
BB,BlackBerry,Software,5.36B
BBAI,BigBear.ai Holdings,Information Technology Services,260.07M
BBAR,Banco BBVA Argentina,Banks,643.29M
BBBY,Bed Bath & Beyond,Specialty Retail,1.47B
BBCP,Concrete Pumping Holdings,Construction & Engineering,464.07M
BBD,Banco Bradesco,Banks,33.14B
BBDC,Barings BDC,Capital Markets,719.78M
BBGI,Beasley Broadcast Group,Media,55.60M
BBI,Brickell Biotech,Biotechnology,26.33M
BBIG,Vinco Ventures,Leisure,324.83M
BBIO,BridgeBio Pharma,Biotechnology,2.46B
BBL,BHP Group,Metals & Mining,151.16B
BBLG,Bone Biologics,Medical Devices,36.43M
BBLN,Babylon Holdings,Health Information Services,2.39B
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",166.24M
BBSI,Barrett Business Services,Professional Services,518.29M
BBU,Brookfield Business Partners,Construction & Engineering,3.58B
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,38.95B
BBW,Build-A-Bear Workshop,Specialty Retail,318.72M
BBWI,Bath & Body Works,Specialty Retail,17.99B
BBY,Best Buy Co.,Specialty Retail,24.44B
BC,Brunswick,Leisure Products,7.77B
BCAB,BioAtla,Biotechnology,723.09M
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,74.42M
BCBP,BCB Bancorp,Banks,262.82M
BCC,Boise Cascade Company,Paper & Forest Products,2.80B
BCDA,BioCardia,Biotechnology,32.73M
BCE,"BCE, Inc.",Diversified Telecommunication Services,47.29B
BCEL,Atreca,Biotechnology,112.57M
BCH,Banco de Chile,Banks,7.93B
BCLI,Brainstorm Cell Therapeutics,Biotechnology,145.11M
BCML,BayCom,Banks,200.46M
BCO,The Brink's Company,Commercial Services & Supplies,3.22B
BCOR,Blucora,Capital Markets,843.81M
BCOV,Brightcove,IT Services,419.95M
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,69.45M
BCPC,Balchem,Chemicals,5.46B
BCRX,BioCryst Pharmaceuticals,Biotechnology,2.49B
BCS,Barclays,Banks,43.34B
BCSF,Bain Capital Specialty Finance,Capital Markets,981.99M
BCTX,BriaCell Therapeutics,Biotechnology,131.76M
BCYC,Bicycle Therapeutics,Biotechnology,1.79B
BDC,Belden,"Electronic Equipment, Instruments & C...",2.95B
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",57.38M
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts...,2.30B
BDR,Blonder Tongue Laboratories,Communications Equipment,7.31M
BDSI,BioDelivery Sciences International,Pharmaceuticals,306.27M
BDSX,Biodesix,Diagnostics & Research,142.97M
BDTX,Black Diamond Therapeutics,Biotechnology,193.10M
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,71.68B
BE,Bloom Energy,Electrical Equipment,3.85B
BEAM,Beam Therapeutics,Beverages,5.43B
BEAT,HeartBeam,Health Information Services,24.05M
BECN,Beacon Roofing Supply,Trading Companies & Distributors,4.02B
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,138.26M
BEEM,Beam Global,Electrical Equipment,166.46M
BEKE,KE Holdings,Real Estate Management & Development,23.96B
BELFA,Bel Fuse,Electronic Components,158.80M
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",164.84M
BEN,Franklin Resources,Capital Markets,16.81B
BENE,Benessere Capital Acquisition,Blank Check / SPAC,151.02M
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,9.84B
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,6.34B
BERY,Berry Global Group,Containers & Packaging,10.00B
BEST,BEST Inc.,Air Freight & Logistics,330.98M
BF.A,Brown-Forman,Beverages,34.03B
BF.B,Brown-Forman,Beverages,34.03B
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,7.60B
BFC,Bank First,Banks,551.11M
BFI,BurgerFi International,Restaurants,120.56M
BFIN,BankFinancial,Banks,141.71M
BFLY,Butterfly Network,Medical Devices,1.32B
BFRA,Biofrontera AG,Biotechnology,95.04M
BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,113.22M
BFS,Saul Centers,Equity Real Estate Investment Trusts...,1.26B
BFST,Business First Bancshares,Banks,577.50M
BG,Bunge,Food Products,13.12B
BGCP,BGC Partners,Capital Markets,1.71B
BGFV,Big 5 Sporting Goods,Specialty Retail,424.13M
BGI,Birks Group,Specialty Retail,88.90M
BGNE,BeiGene,Biotechnology,27.73B
BGRY,Berkshire Grey,Specialty Industrial Machinery,1.26B
BGS,B&G Foods,Food Products,1.99B
BGSF,BG Staffing,Professional Services,149.30M
BGSX,Build Acquisition,Blank Check / SPAC,244.00M
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",438.70M
BH.A,Biglari Holdings,Restaurants,438.70M
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,245.00M
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,23.11M
BHB,Bar Harbor Bankshares,Banks,433.57M
BHC,Bausch Health Companies,Pharmaceuticals,9.92B
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",954.58M
BHF,Brighthouse Financial,Insurance,4.13B
BHG,Bright Health Group,Healthcare Plans,2.16B
BHIL,Benson Hill,Agricultural Inputs,1.30B
BHLB,Berkshire Hills Bancorp,Banks,1.38B
BHP,BHP Group,Metals & Mining,152.75B
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts...,328.97M
BHSE,Bull Horn Holdings,Blank Check / SPAC,93.75M
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,9.03B
BIDU,Baidu,Interactive Media & Services,51.79B
BIG,Big Lots,Multiline Retail,1.38B
BIGC,BigCommerce Holdings,IT Services,2.53B
BIIB,Biogen,Biotechnology,35.24B
BILI,Bilibili,Entertainment,17.77B
BILL,Bill.com Holdings,Software,25.55B
BIMI,BIMI International Medical,Machinery,18.65M
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,22.44B
BIOC,Biocept,Biotechnology,60.97M
BIOL,BIOLASE,Health Care Equipment & Supplies,59.78M
BIOT,Biotech Acquisition Company,Blank Check / SPAC,282.90M
BIOX,Bioceres Crop Solutions,Food Products,581.21M
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,18.56B
BIPC,Brookfield Infrastructure,Gas Utilities,5.01B
BIRD,Allbirds,Apparel Retail,2.21B
BITE,Bite Acquisition,Blank Check / SPAC,249.22M
BITF,Bitfarms,Capital Markets,945.49M
BIVI,BioVie,Biotechnology,112.33M
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,9.11B
BJDX,Bluejay Diagnostics,Medical Devices,32.35M
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",805.14M
BK,Bank of New York Mellon,Capital Markets,47.96B
BKCC,BlackRock Capital Investment,Capital Markets,295.88M
BKD,Brookdale Senior Living,Health Care Providers & Services,956.47M
BKE,The Buckle,Specialty Retail,2.11B
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",137.00M
BKH,Black Hills,Multi-Utilities,4.50B
BKI,Black Knight,IT Services,12.87B
BKKT,Bakkt Holdings,Software-Infrastructure,486.47M
BKNG,Booking Holdings,Internet & Direct Marketing Retail,98.51B
BKR,Baker Hughes Company,Energy Equipment & Services,20.93B
BKSC,Bank of South Carolina,Banks,113.50M
BKSY,BlackSky Technology,Scientific & Technical Instruments,521.36M
BKTI,BK Technologies,Communications Equipment,40.52M
BKU,BankUnited,Banks,3.77B
BKYI,BIO-key International,Software,17.31M
BL,BlackLine,Software,6.07B
BLBD,Blue Bird,Machinery,499.98M
BLBX,Blackboxstocks,Software-Application,46.14M
BLCM,Bellicum Pharmaceuticals,Biotechnology,12.51M
BLCT,BlueCity Holdings,Internet Content & Information,56.43M
BLD,TopBuild,Household Durables,9.08B
BLDE,Blade Air Mobility,Airports & Air Services,622.98M
BLDP,Ballard Power Systems,Electrical Equipment,3.74B
BLDR,Builders FirstSource,Building Products,16.41B
BLFS,BioLife Solutions,Health Care Equipment & Supplies,1.55B
BLFY,Blue Foundry Bancorp,Banks-Regional,417.28M
BLI,Berkeley Lights,Life Sciences Tools & Services,1.23B
BLIN,Bridgeline Digital,Software,23.02M
BLK,BlackRock,Capital Markets,139.09B
BLKB,Blackbaud,Software,3.80B
BLL,Ball Corporation,Containers & Packaging,31.18B
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",1.87B
BLND,Blend Labs,Software-Application,1.69B
BLNG,Belong Acquisition,Blank Check / SPAC,188.93M
BLNK,Blink Charging Co.,Specialty Retail,1.12B
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,29.47M
BLRX,BioLineRx,Biotechnology,99.02M
BLSA,BCLS Acquisition,Blank Check / SPAC,186.79M
BLTS,Bright Lights Acquisition,Blank Check / SPAC,283.19M
BLU,BELLUS Health,Biotechnology,831.99M
BLUA,BlueRiver Acquisition,Blank Check / SPAC,357.09M
BLUE,Bluebird Bio,Biotechnology,700.37M
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,658.65M
BLZE,Backblaze,Software-Infrastructure,511.77M
BMA,Banco Macro,Banks,895.88M
BMAC,Black Mountain Acquisition,Blank Check / SPAC,285.07M
BMAQ,Blockchain Moon Acquisition,Blank Check / SPAC,135.78M
BMBL,Bumble,Software-Application,6.25B
BMEA,Biomea Fusion,Biotechnology,216.38M
BMI,Badger Meter,"Electronic Equipment, Instruments & C...",3.12B
BMO,Bank of Montreal,Banks,69.83B
BMRA,Biomerica,Health Care Equipment & Supplies,48.66M
BMRC,Bank of Marin Bancorp,Banks,596.18M
BMRN,BioMarin Pharmaceutical,Biotechnology,16.22B
BMTC,Bryn Mawr Bank,Banks,895.73M
BMTX,BM Technologies,Software-Application,112.42M
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,138.39B
BNED,Barnes & Noble Education,Specialty Retail,354.07M
BNFT,Benefitfocus,Software,356.37M
BNGO,BioNano Genomics,Life Sciences Tools & Services,864.66M
BNIX,Bannix Acquisition,Blank Check / SPAC,69.01M
BNL,Broadstone Net Lease,Equity Real Estate Investment Trusts...,4.00B
BNNR,Banner Acquisition,Blank Check / SPAC,183.00M
BNOX,Bionomics,Biotechnology,90.58M
BNR,Burning Rock Biotech,Diagnostics & Research,996.34M
BNS,The Bank of Nova Scotia,Banks,87.15B
BNSO,Bonso Electronics International,"Electronic Equipment, Instruments & C...",21.08M
BNTC,Benitec Biopharma,Biotechnology,21.41M
BNTX,BioNTech SE,Biotechnology,62.52B
BOAC,Bluescape Opportunities Acquisition,Blank Check / SPAC,743.43M
BOAS,BOA Acquisition,Blank Check / SPAC,282.61M
BODY,The Beachbody Company,Internet Content & Information,733.44M
BOH,Bank of Hawaii,Banks,3.37B
BOKF,BOK Financial,Banks,7.24B
BOLT,Bolt Biotherapeutics,Biotechnology,182.69M
BOMN,Boston Omaha,Media,851.83M
BON,Bon Natural Life,Packaged Foods,37.07M
BOOM,DMC Global,Energy Equipment & Services,763.52M
BOOT,Boot Barn Holdings,Specialty Retail,3.64B
BORR,Borr Drilling,Oil & Gas Drilling,292.04M
BOSC,BOS Better Online Solutions,Communications Equipment,15.37M
BOTJ,Bank of the James Financial Group,Banks,73.29M
BOWL,Bowlero,Entertainment,53.32M
BOX,"Box, Inc.",Software,3.88B
BOXD,Boxed,Internet Retail,443.11M
BOXL,Boxlight,"Technology Hardware, Storage & Periph...",85.64M
BP,BP plc,"Oil, Gas & Consumable Fuels",87.92B
BPMC,Blueprint Medicines,Biotechnology,6.30B
BPMP,BP Midstream Partners LP,"Oil, Gas & Consumable Fuels",1.60B
BPOP,Popular,Banks,6.55B
BPRN,The Bank of Princeton,Banks,192.94M
BPT,BP Prudhoe Bay Royalty Trust,"Oil, Gas & Consumable Fuels",84.10M
BPTH,Bio-Path Holdings,Biotechnology,26.99M
BPTS,Biophytis,Biotechnology,72.29M
BQ,Boqii Holding,Specialty Retail,79.55M
BR,Broadridge Financial Solutions,IT Services,21.31B
BRAG,Bragg Gaming Group,Electronic Gaming & Multimedia,100.48M
BRBR,Bellring Brands,Personal Products,1.11B
BRBS,Blue Ridge Bankshares,Banks,336.07M
BRC,Brady,Commercial Services & Supplies,2.79B
BRCN,Burcon NutraScience,Packaged Foods,130.39M
BRDG,Bridge Investment Group Holdings,REIT-Diversified,628.31M
BRDS,Bird Global,Rental & Leasing Services,1.69B
BREZ,Breeze Holdings Acquisition,Blank Check / SPAC,149.47M
BRFS,BRF S.A.,Food Products,3.30B
BRG,Bluerock Residential Growth REIT,Equity Real Estate Investment Trusts...,727.56M
BRID,Bridgford Foods,Food Products,109.92M
BRIV,B. Riley Principal 250 Merger,Blank Check / SPAC,215.86M
BRK.A,Berkshire Hathaway,Diversified Financial Services,669.12B
